title,author,genre,subgenre,isbn,page_count,rating,status,owned,synopsis,date_added
Demelza,Winston Graham,Fiction,,9781492622109,423,,unread,true,"The enthralling second book behind Poldark, the major new TV series from Masterpiece on PBS. 

In the enchanting second novel in Winston Grahamâ€™s beloved Poldark series, Demelza Carne, an impoverished minerâ€™s daughter Ross Poldark rescued from a fairground brawl, now happily finds herself his wife. But the events of these turbulent years test their marriage and their love. As Ross launches into a bitter struggle for the right of the mining communities, Demelzaâ€™s efforts to adapt to the way",2026-03-11
Diana,Andrew Morton,Biography,,9781501169731,448,,unread,true,,2024-10-25
Dirty Laundry,"Pink, Richard, Emery, Roxanne",,,9780593835531,145,,unread,true,"An empowering and witty guide to banishing shame and living your fullest life with ADHDâ€”plus tips for loved ones on helping them navigate this world, tooâ€”from viral duo ADHD_Love. What if you stopped feeling ashamed of constantly being late or of getting so hyperfocused on a task that you drop everything else you had to do? How can you as a partner, parent, or friend better understand your neurodivergent loved oneâ€™s way of moving through the world? In Dirty Laundry, life partners Rich Pink",2025-12-20
Disney The Hidden Magic Of Walt Disney World,Susan Veness,Reference,,9781435146075,242,,unread,true,"Over 600 secrets of The Nagic Kingdom, Epcot, Disneyâ€™s Hollywood Studios, and Animal Kingdom.",2025-06-29
"Disney Villains #9: Never Never, A Tale Of Captain Hook","Serena, Valentino,",,,9781339039237,,,unread,true,Soft,2025-06-30
Donâ€™t Worry 48 Lessons On Relieving Anxiety By Shunmyo Masuno Buddhist Monk,Shunmyo Masuno,Self-Help,,9780593672747,208,,unread,true,,2024-09-23
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Fiction,,9780451528957,139,,unread,true,A kind and well-respected doctor can turn himself into a murderous madman by taking a secret drug heâ€™s created.,2025-06-29
Dracula,Bram Stoker,Drama,Novel,9780553212716,411,,unread,true,"(Â© 1897)
 â€˜Nosferatuâ€™, â€˜vrolokâ€™, demon. For centuries he has ruled armies of wolves, hordes of rats, legions of walking undead. He becomes a bat, a shadow, a moonbeam. He corrupts the pure and destroys the innocent. He enters dreams and torments minds. Now he means to take our world and feast forever on our blood.

 But six people have faced his horror â€”and lived. Six mortals desperate enough to hunt him, to dare his evil. Mina Harker, whose courage saved her husband from madness. Law",2024-09-23
Dragonâ€™s Halloween: an Acorn Book (Dragon #4),Dav Pilkey,,,9781338347487,64,,unread,true,"Beginning readers are sure to love Pilkeyâ€™s spooky, silly Halloween tale about a gentle blue dragon and his friends. Full color.",2025-06-30
Dune,"Frank, Herbert,",Science Fiction,Classics Epic Fantasy Adventure Space Royalty War,9780441013593,687,,unread,true,"Dune (Dune Chronicles, Book 1) by Frank Herbert (2005)",2024-10-25
Dungeons & Dragons 5e: Strixhaven: Curriculum of Chaos,Wizards RPG Team,Adventure,,9780786967445,223,,unread,true,"Rollicking campus adventures for the worldâ€™s greatest roleplaying game. The greatest minds in the multiverse meet at Strixhaven University. Professors convey fantastic secrets to eager students, and life on campus is frenetic. But danger lurks even here. Campus hijinks mix with mishaps and sinister plots, and itâ€™s up to you to save the day. Strixhaven: A Curriculum of Chaos introduces the fantastical setting of Strixhaven University to Dungeons & Dragons, drawn from the multiverse of Magic: ",2025-03-29
Dungeons and Drama,Kristy Boyce,Young Adult,YA Contemporary Romance,9780593647011,304,,unread,true,Dungeons and Drama by Kristy Boyce (2024),2026-06-09
Dunkirk,Joshua Levine,,,9780062740304,354,,unread,true,"In 1940, at the French port of Dunkirk, more than 300,000 trapped Allied troops were dramatically rescued from destruction at the hands of Nazi Germany by an extraordinary seaborne evacuation. The true history of the soldiers, sailors, airmen and civilians involved in the nine-day skirmish has passed into legend. Now, the story Winston Churchill described as a â€™miracleâ€™ is narrated by bestselling author Joshua Levine in its full, sweeping context, including new interviews with veterans and s",2024-09-23
Easy Company Soldier,"Malarkey, Don, Welch, Bob",Biography,World War II,9780312563233,,,unread,true,"A â€Band of Brothersâ€ soldier and elite paratrooper describes his role in providing defense during 1943â€™s Operation Overlord, his receipt of a Bronze Star and ...",2024-10-25
Echo Burning,Lee Child,Action,,9780515143829,557,,unread,true,"Carmen Greer wants out of a bad marriage, but itâ€™s going to be tricky. Her abusive husband, Sloop, is in prison on an IRS beef; heâ€™s due out soon, and he knows it was Carmen who turned him in to the feds. Faced with losing her daughter to Sloop and his full-pockets Texas family, Carmen takes to auditioning hitchhikers for the job of killing her husband. She winds up with ex-military cop Jack Reacher. He wonâ€™t kill Sloop, but he does take a job as a ranch hand on the Greersâ€™ spread in hop",2024-10-25
Eclipse,Stephenie Meyer,Drama,YA Chapter Book,9780316160209,640,5,read,true,"On the eve of getting a divorce, Damon Pierce, a 40-year-old partner in a huge San Francisco, Calif., law firm, who specializes in international litigation, e-mails Marissa Brand, a woman he was once in love with in college, to update her on his life. Marissa is married to Bobby Okari, a firebrand reformer whose Nigeria-like country, Luandia, is awash in oil. With these riches come the usual scenarios: ecological disasters, a brutal dictator with murderous henchmen, a rapacious foreign oil compa",2024-05-05
Elvis & Ginger,Ginger Alden,,,9780425266335,383,,unread,true,"Breaking her thirty-year silence, the former fiancÃ¢ee to Elvis Presley tells the story of her whirlwind romance with the King and what it was like being in Graceland when fifty thousand mourners arrived to pay their respects.",2024-10-25
Elvis And Me,"Harmon, Sandra, Presley, Priscilla Beaulieu",Biography,Elvis Presley,9780425091036,,3,read,true,,2024-09-23
Elvis What Happened,"West,, Red, Steve, Dunleavy,, Dunleavy, Steve",,,nocode20180520225624443,,3,read,true,,2024-10-25
Enderâ€™s Game,Orson Scott Card,Science Fiction,Fiction,9780812550702,324,,unread,true,Andrew â€Enderâ€ Wiggin is trained from childhood in the Battle School to save humanity from the next encounter with the alien Formics. But will Ender survive his training to save humanity?,2024-09-23
Endurance: Shackletonâ€™s Incredible Voyage,Alfred Lansing,History,,9780465062881,357,,unread,true,British attempt to cross South Pole.,2025-12-20
"English Patient, The",Michael Ondaatje,Literature,,9780679745204,302,,unread,true,"The novel traces the intersection of four damaged lives in an Italian villa at the end of World War II. Hana, the exhausted nurse; the maimed thief, Caravaggio; the wary sapper, Kip: each is haunted by the riddle of the English patient, the nameless, burned man who lies in an upstairs room and whose memories of passion, betrayal, and rescue illuminate this book like flashes of heat lightning.",2025-06-30
Escape From Camp 14,Blaine Harden,Biography,,9780143122913,211,,unread,true,"With a New Foreword  The heartwrenching New York Times bestseller about the only known person born inside a North Korean prison camp to have escaped.  North Koreaâ€™s political prison camps have existed twice as long as Stalinâ€™s Soviet gulags and twelve times as long as the Nazi concentration camps. No one born and raised in these camps is known to have escaped. No one, that is, except Shin Dong-hyuk. In Escape From Camp 14, Blaine Harden unlocks the secrets of the worldâ€™s most repressive to",2025-03-29
Escape from Warsaw,Ian Serraillier,Childrenâ€™s,,9780590437158,218,,unread,true,"During the Nazi occupation of Poland, three children who have been separated from their family flee Warsaw.",2024-11-25
Everything I Know about Love,Dolly Alderton,Memoir,,9780062968791,368,,unread,true,"â€There is no writer quite like Dolly Alderton working today and very soon the world will know it.â€ --Lisa Taddeo, author of #1 New York Times bestseller Three Women â€Dolly Alderton has always been a sparkling Roman candle of talent. She is funny, smart, and explosively engaged in the wonders and weirdness of the world. But what makes this memoir more than mere entertainment is the mature and sophisticated evolution that Alderton describes in these pages. Itâ€™s a beautifully told journey a",2024-09-23
Everythingâ€™s an Argument,"Walters, Keith, Lunsford, Andrea A., Ruszkiewicz, John J.",,,9780312407247,907,,unread,true,"This best-selling brief text shows students how to analyze all kinds of arguments Ã¢Â€Â” not just essays and editorials, but clothes, cars, ads, and Web site designs Ã¢Â€Â” and then how to use what they learn to write their own effective arguments. Andrea Lunsford and John RuszkiewiczÃ¢Â€Â™s instruction is engaging, informal, and jargon-free. Emphasizing inclusiveness, humor, and visual argument, it makes EverythingÃ¢Â€Â™s an Argument student-centered and immediately accessible. Students like th",2025-12-20
Evicted : Poverty And Profit In The American City,Matthew Desmond,Documentary,Mamaâ€™s Book,9780553447453,418,,unread,true,"â€™Essential. A compelling and damning exploration of the abuse of one of our basic human rights: shelter.â€™ Owen Jones Arleen spends nearly all her money on rent but is kicked out with her kids in Milwaukeeâ€™s coldest winter for years. Doreenâ€™s home is so filthy her family call it â€™the rat holeâ€™. Lamar, a wheelchair-bound ex-soldier, tries to work his way out of debt for his boys. Scott, a nurse turned addict, lives in a gutted-out trailer. This is their world. And this is the twenty-fi",2025-12-20
Existence,Abbi Glines,Science Fiction,,9781617980213,208,,unread,true,"Pagan Moore doesnâ€™t cheat Death, but instead, falls in love with him. 

Seventeen year old Pagan Moore has seen souls her entire life. Once she realized the strangers she often saw walking through walls were not visible to anyone else, she started ignoring them. If she didnâ€™t let them know she could see them, then they left her alone. Until she stepped out of her car the first day of school and saw an incredibly sexy guy lounging on a picnic table, watching her with an amused smirk on his fa",2024-10-25
Eyewitness to America: 500 Years Of America In The Words Of Those Who Saw It Happen,David Colbert,History,Portraits of Americans and Events,9780679442240,,,unread,true,,2025-06-30
Fahrenheit 451,Ray Bradbury,Fantasy,Dystopian,9781451673319,158,,unread,true,"Palomies Guy Montagln tehtÃ¤vÃ¤ on kunnlakas: valvoa yhteiskunnan onnea ja turvallisuutta polttamalla koteja, joissa on kirjoja. HÃ¤n nousee kuitenkin vastustamaan yhteiskuntaa, joka pakottaa Ihmiset toistensa peilikuviksi.
â€Fahrenheit 451â€ on purevan osuva heijastus maailmastamme ja sen kehityksestÃ¤, tieteiskirjallisuutta parhaimmillaan.
â€Se on kirkas, keskittynyt, ajatuksia herattÃ¤vÃ¤ romaani.â€",2025-03-24
