title,author,genre,subgenre,isbn,page_count,rating,status,owned,synopsis,date_added
Life of Pi,Yann Martel,Adventure,Psychological fiction,9780156027328,356,,unread,true,"After a cargo ship sinks, sixteen-year-old Pi Patel survives in a lifeboat in the Pacific Ocean with a hyena, a zebra with a broken leg, an orangutan, and a 450-pound Royal Bengal tiger. As the weeks pass, Pi must rely on his faith, ingenuity, and will to survive while navigating hunger, fear, storms, and the uneasy balance between human and animal nature. The novel blends adventure, spirituality, and philosophical reflection into an extraordinary survival story.",2026-06-09
Little Women,Louisa May Alcott,Childrenâ€™s,,9780689835315,704,,unread,true,"Little Women is one of the best loved books of all time. Lovely Meg, talented Jo, frail Beth, spoiled Amy: these are hard lessons of poverty and of growing up in New England during the Civil War. 

Through their dreams, plays, pranks, letters, illnesses, and courtships, women of all ages have become a part of this remarkable family and have felt the deep sadness when Meg leaves the circle of sisters to be married at the end of Part I. 

Part II, chronicles Megâ€™s joys and mishaps as a young wif",2024-09-23
Liz: Counting the Cost,Jill Duggar,,,9781668024447,288,,unread,true,"For the first time, discover the unedited truth about the Duggars, the traditional Christian family that captivated the nation on TLCâ€™s hit show 19 Kids and Counting. Jill Duggar and her husband Derick are finally ready to share their story, revealing the secrets, manipulation, and intimidation behind the show that remained hidden from their fans. Jill and Derick knew a normal life wasnâ€™t possible for them. As a star on the popular TLC reality show 19 Kids and Counting, Jill grew up in front",2025-06-30
"Long Gray Line: The American Journey of West Pointâ€™s ..., The",Rick Atkinson,,,9780805091229,624,,unread,true,,2024-10-25
Lords of Discipline,Pat Conroy,Fiction,,9780553381566,,,unread,true,"n this powerful, mesmerizing, and acclaimed bestseller, Pat Conroy sweeps us into the turbulent world of four young menÃƒÂƒÃ‚Â¢ÃƒÂ‚Ã‚Â€ÃƒÂ‚Ã‚Â”friends, cadets, and blood brothersÃƒÂƒÃ‚Â¢ÃƒÂ‚Ã‚Â€ÃƒÂ‚Ã‚Â”and their days of hazing, heartbreak, pride, betrayal, and, ultimately, humanity. We go deep into the heart of the novelÃƒÂƒÃ‚Â¢ÃƒÂ‚Ã‚Â€ÃƒÂ‚Ã‚Â™s hero, Will McLean, a rebellious outsider with his own personal code of honor who is battling into manhood the hard way. Immersed in a poignant love affa",2024-05-05
Losing Hope,Colleen Hoover,Drama,,9781476746555,336,,unread,true,"Sometimes in life, in order to move forward you must face the pastâ€¦ #1 New York Times bestselling author Colleen Hoover held readers spellbound with her novel Hopeless, the story of what happened when a troubled girl named Sky encountered a long-lost childhood friend, Dean Holder. With Holderâ€™s help, Sky uncovered shocking family secrets and came to terms with memories and emotions that had left deep scars. Hopeless was Skyâ€™s story. Now, in Losing Hope, we finally learn the truth about Dea",2024-10-25
Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ,Drama,,9780307387141,348,,unread,true,"In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is devastated, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairs--yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again.",2025-06-30
Mad Honey,Jodi Picoult,Fiction,Domestic suspense; legal thriller; courtroom drama,9781984818409,480,,unread,true,"NEW YORK TIMES BESTSELLER â€¢ â€œAlternatingly heart-pounding and heartbreaking. This collaboration between two best-selling authors seamlessly weaves together Olivia and Lilyâ€™s journeys, creating a provocative exploration of the strength that love and acceptance require.â€â€”The Washington Post GOOD MORNING AMERICA BOOK CLUB PICK â€¢ PEOPLEâ€™S BOOK OF THE WEEK â€¢ ONE OF THE BEST BOOKS OF THE YEAR: PopSugar Olivia McAfee knows what it feels like to start over. Her picture-perfect lifeâ€”liv",2026-06-09
Mad Honey,Jodi Picoult,Fiction,Domestic suspense; legal thriller; courtroom drama,9781984818409,480,,unread,true,"NEW YORK TIMES BESTSELLER â€¢ â€œAlternatingly heart-pounding and heartbreaking. This collaboration between two best-selling authors seamlessly weaves together Olivia and Lilyâ€™s journeys, creating a provocative exploration of the strength that love and acceptance require.â€â€”The Washington Post GOOD MORNING AMERICA BOOK CLUB PICK â€¢ PEOPLEâ€™S BOOK OF THE WEEK â€¢ ONE OF THE BEST BOOKS OF THE YEAR: PopSugar Olivia McAfee knows what it feels like to start over. Her picture-perfect lifeâ€”liv",2026-06-09
Maid,Stephanie Land,Memoir,Poverty,9780316505093,288,,unread,true,"Evicted meets Nickel and Dimed in Stephanie Landâ€™s memoir about working as a maid, a beautiful and gritty exploration of poverty in America. Includes a foreword by Barbara Ehrenreich. â€My daughter learned to walk in a homeless shelter.â€ While the gap between upper middle-class Americans and the working poor widens, grueling low-wage domestic and service work--primarily done by women--fuels the economic success of the wealthy. Stephanie Land worked for years as a maid, pulling long hours wh",2025-07-27
Make Your Bed,William H. McRaven,Self-Help,Productivity,9781455570249,144,,unread,true,"Discover nine gorgeous sets of bed runners with coordinating projects such as pillows, shams, and embellished sheets. Specially designed to drape across the foot of the bed, each stunning bed runner offers a quick and beautiful way to decorate. Includes many two-sided designs for added versatility--change the look of a bedroom with the simple flip of a quilt Offers a variety of sets to suit your mood: sassy, serene, playful, elegant, charming, and more Inspires quilters to experiment with new id",2025-01-06
"Male Brain, The",M.D. Louann Brizendine,Reference,,9780767927543,271,,unread,true,From the author of the groundbreaking â€New York Timesâ€-bestseller â€The FemaleBrainâ€ comes the eagerly awaited follow-up book that demystifies the puzzlingmale ...,2025-06-29
Managing Anxiety with CBT For Dummies,"Davey, Graham C., Cavanagh, Kate, Jones, Fergal, Turner, Lydia, Whittington, Adrian",,,9781118366066,168,,unread,true,"Each book covers all the necessary information a beginner needs to know about a particular topic, providing an index for easy reference and using the seriesâ€™ signature set of symbols to clue the reader in to key topics, categorized under such titles as Tip, Remember, Warning!, Technical Stuff and True Story. Original.",2024-05-05
Masters of Sex,"Thomas, Maier,",Biography,,9780465079995,424,,unread,true,,2024-10-25
Matter of Honor,Louis Begley,,,9780307265258,,,unread,true,,2024-11-25
Maybe Not,Colleen Hoover,Romance,,9781501125713,160,,unread,true,"Colleen Hoover, the New York Times bestselling author of Maybe Someday, brilliantly brings to life the story of the wonderfully hilarious and charismatic Warren in a new novella, Maybe Not. When Warren has the opportunity to live with a female roommate, he instantly agrees. It could be an exciting change. Or maybe not. Especially when that roommate is the cold and seemingly calculating Bridgette. Tensions run high and tempers flare as the two can hardly stand to be in the same room together. But",2024-10-25
Maybe Someday,Colleen Hoover,Romance,,9781476753164,384,,unread,true,"When she discovers that her boyfriend is cheating on her, Sydney, a 22-year-old college student, must decide what to do next, especially when she becomes captivated by her mysterious neighbor Ridge. Original.",2024-10-25
"Medici, The",Paul Strathern,History,Italy,9781681774084,464,,unread,true,"A dazzling history of the modest family that rose to become one of the most powerful in Europe, The Medici is a remarkably modern story of power, money, and ambition. Against the background of an age that saw the rebirth of ancient and classical learning Paul Strathern explores the intensely dramatic rise and fall of the Medici family in Florence, as well as the Italian Renaissance which they did so much to sponsor and encourage.Strathern also follows the lives of many of the great Renaissance a",2024-10-25
Meghan,Andrew Morton,Biography,,9781538747353,272,,unread,true,"From Andrew Morton, the New York Times bestselling author of Diana: Her True Story, comes a revealing, juicy, and inspiring biography of Meghan Markle, the American actress who won Prince Harryâ€™s heart.",2025-01-06
Memoirs of a Geisha,Arthur Golden,Drama,,9780099282853,,,unread,true,"In this literary tour de force, novelist Arthur Golden enters a remote and shimmeringly exotic world. For the protagonist of this peerlessly observant first novel is Sayuri, one of Japanâ€™s most celebrated geisha, a woman who is both performer and courtesan, slave and goddess. 

We follow Sayuri from her childhood in an impoverished fishing village, where in 1929, she is sold to a representative of a geisha house, who is drawn by the childâ€™s unusual blue-grey eyes. From there she is taken to ",2025-12-20
